EP, 14, 2024110118,   , BEST,   0, 113N, 1094W,  15, 1009, DB,   0,    ,    0,    0,    0,    0, 1012,  120,  70,   0,   0,   E,   0,    ,   0,   0, GENESIS035,  ,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
EP, 14, 2024110200,   , BEST,   0, 113N, 1096W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 1012,  120,  50,   0,   0,   E,   0,    ,   0,   0, GENESIS035,  ,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
EP, 14, 2024110206,   , BEST,   0, 112N, 1099W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1012,  120,  50,   0,   0,   E,   0,    ,   0,   0, GENESIS035,  ,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
EP, 14, 2024110212,   , BEST,   0, 112N, 1102W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1012,  120,  40,   0,   0,   E,   0,    ,   0,   0, GENESIS035,  ,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
EP, 14, 2024110218,   , BEST,   0, 114N, 1104W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1012,  120,  30,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, SPAWNINVEST, ep782024 to ep932024, 
EP, 14, 2024110300,   , BEST,   0, 114N, 1107W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1012,  120,  30,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
EP, 14, 2024110306,   , BEST,   0, 114N, 1110W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1013,  120,  30,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
EP, 14, 2024110312,   , BEST,   0, 115N, 1110W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1013,  120,  30,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
EP, 14, 2024110318,   , BEST,   0, 113N, 1108W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1012,  120,  30,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
EP, 14, 2024110400,   , BEST,   0, 112N, 1105W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  120,  20,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
EP, 14, 2024110406,   , BEST,   0, 112N, 1101W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  120,  20,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
EP, 14, 2024110412,   , BEST,   0, 110N, 1098W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  120,  20,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
EP, 14, 2024110418,   , BEST,   0, 110N, 1092W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  120,  20,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
EP, 14, 2024110500,   , BEST,   0, 111N, 1088W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  120,  20,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
EP, 14, 2024110506,   , BEST,   0, 113N, 1082W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  120,  20,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
EP, 14, 2024110512,   , BEST,   0, 116N, 1076W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  120,  20,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
EP, 14, 2024110518,   , BEST,   0, 121N, 1071W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  120,  20,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
