AL, 09, 2025092212,   , BEST,   0, 163N,  552W,  25, 1011, DB,   0,    ,    0,    0,    0,    0, 1012,  155, 130,   0,   0,   L,   0,    ,   0,   0, GENESIS024,  ,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
AL, 09, 2025092218,   , BEST,   0, 169N,  570W,  25, 1011, DB,   0,    ,    0,    0,    0,    0, 1012,  150, 130,   0,   0,   L,   0,    ,   0,   0, GENESIS024,  ,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
AL, 09, 2025092300,   , BEST,   0, 171N,  592W,  25, 1011, DB,   0,    ,    0,    0,    0,    0, 1012,    0, 150,   0,   0,   L,   0,    ,   0,   0, GENESIS024,  ,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
AL, 09, 2025092306,   , BEST,   0, 171N,  603W,  25, 1010, DB,   0,    ,    0,    0,    0,    0, 1012,  180, 150,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 024, SPAWNINVEST, al752025 to al942025, 
AL, 09, 2025092312,   , BEST,   0, 170N,  614W,  25, 1010, DB,   0,    ,    0,    0,    0,    0, 1012,  180, 150,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
AL, 09, 2025092318,   , BEST,   0, 170N,  622W,  25, 1010, DB,   0,    ,    0,    0,    0,    0, 1012,  180, 150,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
AL, 09, 2025092400,   , BEST,   0, 173N,  631W,  25, 1012, DB,   0,    ,    0,    0,    0,    0, 1014,  180, 150,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
AL, 09, 2025092406,   , BEST,   0, 176N,  640W,  25, 1012, DB,   0,    ,    0,    0,    0,    0, 1014,  180, 150,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
AL, 09, 2025092412,   , BEST,   0, 176N,  654W,  25, 1012, DB,   0,    ,    0,    0,    0,    0, 1014,  180, 150,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
AL, 09, 2025092418,   , BEST,   0, 177N,  668W,  25, 1012, DB,   0,    ,    0,    0,    0,    0, 1014,  180, 150,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
AL, 09, 2025092500,   , BEST,   0, 178N,  677W,  25, 1011, DB,   0,    ,    0,    0,    0,    0, 1014,  180, 150,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
AL, 09, 2025092506,   , BEST,   0, 186N,  691W,  25, 1011, DB,   0,    ,    0,    0,    0,    0, 1014,  180, 150,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
AL, 09, 2025092512,   , BEST,   0, 195N,  703W,  25, 1011, DB,   0,    ,    0,    0,    0,    0, 1014,  180,  80,  35,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
AL, 09, 2025092518,   , BEST,   0, 196N,  712W,  25, 1011, DB,   0,    ,    0,    0,    0,    0, 1014,  180,  80,  35,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
AL, 09, 2025092600,   , BEST,   0, 197N,  720W,  25, 1009, DB,   0,    ,    0,    0,    0,    0, 1013,  180,  80,  35,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
AL, 09, 2025092606,   , BEST,   0, 198N,  729W,  25, 1009, DB,   0,    ,    0,    0,    0,    0, 1013,  180,  80,  35,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
AL, 09, 2025092612,   , BEST,   0, 203N,  739W,  25, 1009, DB,   0,    ,    0,    0,    0,    0, 1013,  180,  80,  35,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
AL, 09, 2025092618,   , BEST,   0, 208N,  748W,  30, 1008, DB,   0,    ,    0,    0,    0,    0, 1011,  150,  70,  40,   0,   L,   0,    ,   0,   0,       NINE, S,  0,    ,    0,    0,    0,    0, genesis-num, 024, TRANSITIONED, alB42025 to al092025, 
AL, 09, 2025092700,   , BEST,   0, 213N,  756W,  30, 1007, DB,   0,    ,    0,    0,    0,    0, 1010,  150,  90,  40,   0,   L,   0,    ,   0,   0,       NINE, S,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
AL, 09, 2025092706,   , BEST,   0, 216N,  756W,  30, 1007, DB,   0,    ,    0,    0,    0,    0, 1010,  150,  90,  40,   0,   L,   0,    ,   0,   0,       NINE, S,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
AL, 09, 2025092712,   , BEST,   0, 220N,  760W,  30, 1005, DB,  34, NEQ,    0,    0,    0,    0, 1010,  150,  90,  40,   0,   L,   0,    ,   0,   0,       NINE, S,  0,    ,    0,    0,    0,    0, genesis-num, 024, 
