EP, 03, 2025060512,   , BEST,   0,  96N, 1035W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,    ,   0,   0, GENESIS004,  ,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
EP, 03, 2025060518,   , BEST,   0,  96N, 1038W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,    ,   0,   0, GENESIS004,  ,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
EP, 03, 2025060600,   , BEST,   0,  97N, 1042W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,    ,   0,   0, GENESIS004,  ,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
EP, 03, 2025060606,   , BEST,   0,  98N, 1046W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,    ,   0,   0, GENESIS004,  ,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
EP, 03, 2025060612,   , BEST,   0, 100N, 1050W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  150,  50,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 004, SPAWNINVEST, ep742025 to ep912025, 
EP, 03, 2025060618,   , BEST,   0, 101N, 1057W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  150,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
EP, 03, 2025060700,   , BEST,   0, 101N, 1068W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  150,  90,  30,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
EP, 03, 2025060706,   , BEST,   0, 101N, 1078W,  25, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  150,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
EP, 03, 2025060712,   , BEST,   0, 103N, 1085W,  25, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  150,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
EP, 03, 2025060718,   , BEST,   0, 109N, 1088W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1009,  150,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
EP, 03, 2025060800,   , BEST,   0, 115N, 1092W,  25, 1006, LO,   0,    ,    0,    0,    0,    0, 1008,  180,  90,  35,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
EP, 03, 2025060806,   , BEST,   0, 118N, 1098W,  30, 1006, LO,   0,    ,    0,    0,    0,    0, 1010,  200,  50,  40,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
EP, 03, 2025060812,   , BEST,   0, 123N, 1104W,  30, 1001, TD,   0,    ,    0,    0,    0,    0, 1009,  200,  40,  40,   0,   E,   0,    ,   0,   0,      THREE, S,  0,    ,    0,    0,    0,    0, genesis-num, 004, TRANSITIONED, epA12025 to ep032025, 
EP, 03, 2025060818,   , BEST,   0, 130N, 1108W,  40,  999, TS,  34, NEQ,   40,   30,    0,   40, 1009,  200,  40,  50,   0,   E,   0,    ,   0,   0,      COSME, M,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
EP, 03, 2025060900,   , BEST,   0, 135N, 1115W,  40,  999, TS,  34, NEQ,   40,   30,    0,   40, 1009,  200,  40,  50,   0,   E,   0,    ,   0,   0,      COSME, M, 12, NEQ,   60,   30,    0,   30, genesis-num, 004, 
EP, 03, 2025060906,   , BEST,   0, 140N, 1124W,  45,  999, TS,  34, NEQ,   40,   30,   30,   40, 1010,  200,  25,   0,   0,   E,   0,    ,   0,   0,      COSME, M,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
