AL, 03, 2004080800, 03, SHNS,  48, 113N,  582W,  54,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080800, 03, SHNS,  60, 123N,  608W,  61,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080800, 03, SHNS,  72, 135N,  629W,  66,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080800, 03, SHNS,  84, 147N,  649W,  68,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080800, 03, SHNS,  96, 160N,  668W,  70,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080800, 03, SHNS, 108, 170N,  689W,  71,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080800, 03, SHNS, 120, 179N,  709W,  74,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080800, 03, XTRP,  12,  88N,  483W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080800, 03, XTRP,  24,  89N,  519W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080800, 03, XTRP,  36,  91N,  555W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080800, 03, XTRP,  48,  92N,  591W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080800, 03, XTRP,  60,  93N,  627W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080800, 03, XTRP,  72,  94N,  663W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080800, 03, XTRP,  84,  96N,  699W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080800, 03, XTRP,  96,  97N,  735W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080800, 03, XTRP, 108,  98N,  771W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080800, 03, XTRP, 120,  99N,  808W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 01, CARQ, -24,  86N,  411W,  25,    0, XX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0, INVEST    ,  , 
AL, 03, 2004080812, 01, CARQ, -18,  87N,  426W,  25,    0, XX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0, INVEST    ,  , 
AL, 03, 2004080812, 01, CARQ, -12,  92N,  455W,  25,    0, XX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 284,  27, INVEST    ,  , 
AL, 03, 2004080812, 01, CARQ,  -6, 100N,  480W,  25,    0, XX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0, INVEST    ,  , 
AL, 03, 2004080812, 01, CARQ,   0, 105N,  505W,  25, 1011, XX,  34, NEQ,    0,    0,    0,    0, 1013,  150,   0,   0,   0,   L,   0,   X, 280,  25, INVEST    , D, 
AL, 03, 2004080812, 01, CARQ,   0, 105N,  505W,  25, 1011, XX,  50, NEQ,    0,    0,    0,    0, 1013,  150,   0,   0,   0,   L,   0,   X, 280,  25, INVEST    , D, 
AL, 03, 2004080812, 01, CARQ,   0, 105N,  505W,  25, 1011, XX,  64, NEQ,    0,    0,    0,    0, 1013,  150,   0,   0,   0,   L,   0,   X, 280,  25, INVEST    , D, 
AL, 03, 2004080812, 03, A90E,   0, 105N,  505W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A90E,  12, 111N,  552W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
